Nome medicinale,Codice AIC,Principio attivo,Forma farmaceutica e dosaggio,Titolare AIC,Data inizio,Fine presunta,Equivalente,Motivazioni,Suggerimenti/Indicazioni AIFA,Nota AIFA,Classe di rimborsabilit�,Codice ATC,cleaned_atc,PRK
BENZIDAMINA MYLAN PHARMA,45138017,BENZIDAMINA CLORIDRATO,"�1,5 mg/ml spray per mucosa orale,  soluzione�  1 flacone in vetro con nebulizzatore da 30 ml (166 dosi)",MYLAN S.P.A.,01/02/2023,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,A01AD02,A01AD02,
BENZILPENICILLINA POTASSICA K24 PHARMACEUTICALS,36981013,PENICILLINA G POTASSICA,""" 1.000.000 UI/4 ML POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE "" 1 FLACONCINO POLVERE + 1 FIALA SOLVENTE DA 4 ML",K24 PHARMACEUTICALS S.R.L.,25/05/2021,,No,Cessata commercializzazione temporanea,Si rilascia autorizzazione all�importazione alle strutture sanitarie per analogo autorizzato all�estero,,A TOTALE CARICO DELL'ASSISTITO,J01CE01,J01CE01,19402
BETABIOPTAL,20305064,BETAMETASONE + CLORAMFENICOLO,""" 0,13% + 0,25% GEL OFTALMICO "" FLACONE DA 5 G",THEA FARMA S.P.A.,20/01/2025,,S�,Problemi produttivi: distribuzione contingentata (carenza relativa solo al canale retail),Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,S01CA05,S01CA05,
BETADINE,23907052,IODOPOVIDONE,"""10% SOLUZIONE CUTANEA"" FLACONE 1 LITRO",Viatris Healthcare Limited,01/01/2021,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,D08AG02,D08AG02,1295
BETADINE,23907102,IODOPOVIDONE,"""10% SOLUZIONE CUTANEA""  FLACONE 1 LITRO SOLUZIONE ALCOOLICA",Viatris Healthcare Limited,11/10/2019,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,D08AG02,D08AG02,1295
BETADINE,23907025,IODOPOVIDONE,"""10% CONCENTRATO E SOLVENTE PER SOLUZIONE VAGINALE"" 5 FLACONI 140 ML + 5 FIALOIDI 10 ML + 5  CANNULE",Viatris Healthcare Limited,08/07/2024,,No,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,G01AX11,G01AX11,
BETAISTINA ACCORD,41431026,BETAISTINA DICLORIDRATO,"""8 MG COMPRESSE"" 60 COMPRESSE IN BLISTER PVC/PVDC-AL","ACCORD HEALTHCARE, S.L.U.",08/09/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N07CA01,N07CA01,1309
BETAISTINA DOC,38782013,BETAISTINA DICLORIDRATO,"""24 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PVC/PVDC/AL",DOC GENERICI SRL,23/01/2023,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N07CA01,N07CA01,93378
BETAISTINA DOC GENERICI,38839054,BETAISTINA DICLORIDRATO,"""16 MG COMPRESSE"" 20 COMPRESSE IN STRIP AL/PVC/PVDC",DOC GENERICI SRL,29/12/2022,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N07CA01,N07CA01,27413
BETAISTINA DOC GENERICI,38839027,BETAISTINA DICLORIDRATO,"""8 MG COMPRESSE"" 50 COMPRESSE IN STRIP AL/PVC/PVDC",DOC GENERICI SRL,09/06/2023,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N07CA01,N07CA01,1309
BETAISTINA EG,46008114,BETAISTINA DICLORIDRATO,"""24 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PA/AL/PVC/AL",EG S.P.A.,03/10/2022,,S�,Problemi produttivi: forniture discontinue,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N07CA01,N07CA01,93378
BETAISTINA EG,46008037,BETAISTINA DICLORIDRATO,"""8 MG COMPRESSE"" 50 COMPRESSE IN BLISTER PA/AL/PVC/AL",EG S.P.A.,31/10/2021,,S�,Problemi produttivi: forniture discontinue,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N07CA01,N07CA01,1309
BETAISTINA EG,46008064,BETAISTINA DICLORIDRATO,"""16 MG COMPRESSE"" 20 COMPRESSE IN BLISTER PA/AL/PVC/AL",EG S.P.A.,14/10/2024,,S�,Problemi produttivi: forniture discontinue,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,N07CA01,N07CA01,27413
BETAMETASONE EG,39731029,BETAMETASONE SODIO FOSFATO,"""4 MG/2 ML SOLUZIONE INIETTABILE"" 3 FIALE DA 2 ML",EG S.P.A.,28/02/2025,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,H02AB01,H02AB01,
BETAMETASONE EG,39731017,BETAMETASONE SODIO FOSFATO,"""1,5 MG/2 ML SOLUZIONE INIETTABILE"" 6 FIALE DA 2 ML",EG S.P.A.,28/02/2025,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,H02AB01,H02AB01,
BETAMETASONE ZENTIVA,45799018,BETAMETASONE,"""0,5 MG COMPRESSe EFFERVESCENTi"" 10 COMPRESSE IN BLISTER PA/AL/PVC",ZENTIVA ITALIA S.R.L.,31/05/2025,,S�,Motivi commerciali,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,H02AB01,H02AB01,228451
BEYFORTUS,50403029,NIRSEVIMAB,"50 mg - Soluzione iniettabile - Uso intramuscolare - Siringa preriempita (vetro) - 0,5 ml (100 mg/ml) - 1 siringa pre-riempita + 2 aghi",SANOFI WINTHROP INDUSTRIE,28/10/2024,,No,Elevata richiesta,Si rilascia autorizzazione all�importazione alle strutture sanitarie per analogo autorizzato all�estero,,A TOTALE CARICO DELL'ASSISTITO,J06BD08,J06BD08,233005
BEYFORTUS,50403056,NIRSEVIMAB,100 mg - Soluzione iniettabile - Uso intramuscolare - Siringa preriempita (vetro) - 1 ml (100 mg/ml) - 1 siringa pre-riempita + 2 aghi,SANOFI WINTHROP INDUSTRIE,06/11/2024,,No,Elevata richiesta,Rilasciata determinazione per l�importazione al titolare A.I.C.,Confezioni importate dal titolare disponibili dal 27.11.2024,A TOTALE CARICO DELL'ASSISTITO,J06BD08,J06BD08,232971
BICALUTAMIDE TEVA,38352023,BICALUTAMIDE,"""50 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",TEVA ITALIA S.R.L.,04/02/2025,30/04/2025,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,L02BB03,L02BB03,42005
BIDIEN,26297034,BUDESONIDE,"""0,025% SOLUZIONE CUTANEA""FLACONE 30 ML",IDI FARMACEUTICI S.R.L.,01/01/2020,,No,Cessata commercializzazione temporanea,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,D07AC09,D07AC09,
BILASTINA PENSA,48946014,BILASTINA,"""20 MG COMPRESSE"" 20 COMPRESSE IN BLISTER AL/AL",Towa Pharmaceutical S.p.A.,01/04/2025,30/09/2025,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,R06AX29,R06AX29,
BILASTINA ZENTIVA,49144025,BILASTINA,"""20 MG COMPRESSE"" 20 COMPRESSE IN BLISTER AL/AL",ZENTIVA ITALIA S.R.L.,31/01/2025,,S�,Motivi commerciali,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,R06AX29,R06AX29,
BIMATOPROST E TIMOLOLO MYLAN,45147030,BIMATOPROST + TIMOLOLO,""" 0,3MG/ML + 5MG/ML COLLIRIO, SOLUZIONE "" 1 FLACONE LDPE DA 3 ML CON CONTAGOCCE",MYLAN S.P.A.,01/10/2024,,S�,Elevata richiesta,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,S01ED51,S01ED51,210471
BIMATOPROST E TIMOLOLO ZENTIVA,49043019,BIMATOPROST + TIMOLOLO,"""0,3 MG/ML + 5 MG/ML COLLIRIO, SOLUZIONE"" 1 FLACONE IN LDPE DA 3 ML CON CONTAGOCCE",ZENTIVA ITALIA S.R.L.,30/09/2025,,S�,Motivi commerciali,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,S01ED51,S01ED51,210471
BINOCRIT,38190017,EPOETINA ALFA,"""1.000 UI/0,5 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO)- USO SOTTOCUTANEO O ENDOVENOSO - 0,5ML (2.000 UI/ML)"" 1 SIRINGA PRERIEMPITA",SANDOZ GMBH,29/03/2017,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BINOCRIT,38190056,EPOETINA ALFA,"""3.000 UI/3,0 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 0,3 ML (10.000 UI/ML)"" 1 SIRINGA PRERIEMPITA",SANDOZ GMBH,29/03/2017,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,43001
BINOCRIT,38190144,EPOETINA ALFA,"""8.000 UI/0,8 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 0,8 ML (10.000 UI/ML)"" 6 SIRINGHE PRERIEMPITE",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,B03XA01,B03XA01,58424
BINOCRIT,38190132,EPOETINA ALFA,"""8.000 UI/0,8 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 0,8 ML (10.000 UI/ML)"" 1 SIRINGA PRERIEMPITA",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BINOCRIT,38190120,EPOETINA ALFA,"""6.000 UI/0,6 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 0,6 ML (10.000 UI/ML)"" 6 SIRINGHE PRERIEMPITE",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,B03XA01,B03XA01,58416
BINOCRIT,38190118,EPOETINA ALFA,"""6.000 UI/0,6 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 0,6 ML (10.000 UI/ML)"" 1 SIRINGA PRERIEMPITA",SANDOZ GMBH,15/07/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BINOCRIT,38190106,EPOETINA ALFA,"""5.000 UI/0,5 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 0,5 ML (10.000 UI/ML)"" 6 SIRINGHE PRERIEMPITE",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,B03XA01,B03XA01,75019
BINOCRIT,38190094,EPOETINA ALFA,"""5.000 UI/0,5 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 0,5 ML (10.000 UI/ML)"" 1 SIRINGA PRERIEMPITA",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,75019
BINOCRIT,38190258,EPOETINA ALFA,"""40.000 UI/1,0 ML-SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA -(VETRO)-USO SOTTOCUTANEO O ENDOVENOSO-1,0 ML(40.000 UI)""1 SIRINGA PRERIEMPITA",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,80748
BINOCRIT,38190082,EPOETINA ALFA,"""4.000 UI/0,4 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 0,4 ML (10.000 UI/ML)"" 6 SIRINGHE PRERIEMPITE",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,B03XA01,B03XA01,43028
BINOCRIT,38190070,EPOETINA ALFA,"""4.000 UI/0,4 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 0,4 ML (10.000 UI/ML)"" 1 SIRINGA PRERIEMPITA",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,43028
BINOCRIT,38190233,EPOETINA ALFA,""" 30.000 UI/0,75 ML-SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA -(VETRO)-USO SOTTOCUTANEO O ENDOVENOSO-0,75ML(40.000 UI/ML)""1 SIRINGA PRERIEMPITA",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,83682
BINOCRIT,38190068,EPOETINA ALFA,"""3.000 UI/3,0 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 0,3 ML (10.000 UI/ML)"" 6 SIRINGHE PRERIEMPITE",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,B03XA01,B03XA01,43001
BINOCRIT,38190219,EPOETINA ALFA,"""20.000 UI/0,5 ML-SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA -(VETRO)-USO SOTTOCUTANEO O ENDOVENOSO-0,5ML(40.000 UI/ML)""1 SIRINGA PRERIEMPITA",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BINOCRIT,38190043,EPOETINA ALFA,"""2.000 UI/1,0 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 1,0ML (2.000 UI/ML)"" 6 SIRINGHE PRERIEMPITE",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,B03XA01,B03XA01,84840
BINOCRIT,38190031,EPOETINA ALFA,"""2.000 UI/1,0 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 1,0ML (2.000 UI/ML)"" 1 SIRINGA PRERIEMPITA",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,84840
BINOCRIT,38190169,EPOETINA ALFA,"""10.000 UI/1,0 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 1,0 ML (10.000 UI/ML)"" 6 SIRINGHE PRERIEMPITE",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,B03XA01,B03XA01,43036
BINOCRIT,38190157,EPOETINA ALFA,"""10.000 UI/1,0 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 1,0 ML (10.000 UI/ML)"" 1 SIRINGA PRERIEMPITA",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,43036
BINOCRIT,38190029,EPOETINA ALFA,"""1.000 UI/0,5 ML SOLUZIONE INIETTABILE IN SIRINGA PRERIEMPITA (VETRO) - USO SOTTOCUTANEO O ENDOVENOSO- 0,5 ML (2.000 UI/ML)"" 6 SIRINGHE PRERIEMPITE",SANDOZ GMBH,04/10/2016,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A CARICO DEL SSN AMBITO OSPED.,B03XA01,B03XA01,42986
BINOCRIT,38190359,EPOETINA ALFA,"""5.000 UI/0,5ML SOLUZ.INIETT.IN SIR.PRERIEMPITA(VETRO)-USO SOTTOCUT.O ENDOVENOSO-0,5ML(10.000 UI/ML)-1 SIR.PRERIEM. DA 0,5ML CON DISP.SICUREZZA PER AGO",SANDOZ GMBH,01/07/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,75019
BINOCRIT,38190411,EPOETINA ALFA,"""8.000 UI/0,8ML SOLUZ.INIETT.IN SIR.PRERIEMPITA(VETRO)-USO SOTTOCUT.O ENDOVENOSO-0,8ML(10.000 UI/ML)-1 SIR.PRERIEM. DA 0,8 ML CON DISP.SICUREZZA PER AGO",SANDOZ GMBH,01/08/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BINOCRIT,38190373,EPOETINA ALFA,"""6.000 UI/0,6ML SOLUZ.INIETT.IN SIR.PRERIEMPITA(VETRO)-USO SOTTOCUT.O ENDOVENOSO-0,6ML(10.000 UI/ML)-1SIR.PRERIEM. DA 0,6 ML CON DISP.SICUREZZA PER AGO",SANDOZ GMBH,01/07/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BINOCRIT,38190450,EPOETINA ALFA,"""10.000 UI/1ML SOLUZ.INIETT.IN SIR.PRERIEMPITA(VETRO)-USO SOTTOCUT.O ENDOVENOSO-1 ML(10.000 UI/ML)-1 SIR.PRERIEM. DA 1 ML CON DISP.SICUREZZA PER AGO",SANDOZ GMBH,01/07/2022,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BINOCRIT,38190361,EPOETINA ALFA,"""5.000 UI/0,5ML SOLUZ.INIETT.IN SIR.PRERIEMPITA(VETRO)-USO SOTTOCUT.O ENDOVENOSO-0,5ML(10.000 UI/ML)-6 SIR.PRERIEM. DA 0,5ML CON DISP.SICUREZZA PER AGO",SANDOZ GMBH,10/06/2024,,No,Elevata richiesta: distribuzione contingentata,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,75019
BINOCRIT,38190346,EPOETINA ALFA,"""4.000 UI/0,4ML SOLUZ.INIETT.IN SIR.PRERIEMPITA(VETRO)-USO SOTTOCUT.O ENDOVENOSO-0,4ML(10.000 UI/ML)-6 SIR.PRERIEM. DA 0,4 ML CON DISP.SICUREZZA PER AGO",SANDOZ GMBH,10/06/2024,,No,Elevata richiesta: distribuzione contingentata,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BINOCRIT,38190284,EPOETINA ALFA,"""1.000 UI/0,5ML SOLUZ.INIETT.IN SIR.PRERIEMPITA(VETRO)-USO SOTTOCUT.O ENDOVENOSO-0,5ML ( 2.000 UI/ML)-6 SIR.PRERIEM. DA 0,5ML CON DISP.SICUREZZA PER AGO",SANDOZ GMBH,10/06/2024,,No,Elevata richiesta: distribuzione contingentata,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BINOCRIT,38190423,EPOETINA ALFA,"""8.000 UI/0,8ML SOLUZ.INIETT.IN SIR.PRERIEMPITA(VETRO)-USO SOTTOCUT.O ENDOVENOSO-0,8ML(10.000 UI/ML)-6 SIR.PRERIEM. DA 0,8 ML CON DISP.SICUREZZA PER AGO",SANDOZ GMBH,10/06/2024,,No,Elevata richiesta: distribuzione contingentata,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BINOCRIT,38190308,EPOETINA ALFA,"""2.000 UI/1ML SOLUZ.INIETT.IN SIR.PRERIEMPITA(VETRO)-USO SOTTOCUT.O ENDOVENOSO-1ML( 2.000 UI/ML)-6 SIR.PRERIEM. DA 1 ML CON DISP.SICUREZZA PER AGO",SANDOZ GMBH,10/06/2024,,No,Elevata richiesta: distribuzione contingentata,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,84840
BINOCRIT,38190385,EPOETINA ALFA,"""6.000 UI/0,6ML SOLUZ.INIETT.IN SIR.PRERIEMPITA(VETRO)-USO SOTTOCUT.O ENDOVENOSO-0,6ML(10.000 UI/ML)-6 SIR.PRERIEM. DA 0,6 ML CON DISP.SICUREZZA PER AGO",SANDOZ GMBH,10/06/2024,,No,Elevata richiesta: distribuzione contingentata,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BINOCRIT,38190322,EPOETINA ALFA,"""3.000 UI/0,3ML SOLUZ.INIETT.IN SIR.PRERIEMPITA(VETRO)-USO SOTTOCUT.O ENDOVENOSO-0,3ML(10.000 UI/ML)-6 SIR.PRERIEM. DA 0,3 ML CON DISP.SICUREZZA PER AGO",SANDOZ GMBH,10/06/2024,,No,Elevata richiesta: distribuzione contingentata,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BINOCRIT,38190462,EPOETINA ALFA,"""10.000 UI/1ML SOLUZ.INIETT.IN SIR.PRERIEMPITA(VETRO)-USO SOTTOCUT.O ENDOVENOSO-1 ML(10.000 UI/ML)-6 SIR.PRERIEM. DA 1 ML CON DISP.SICUREZZA PER AGO",SANDOZ GMBH,10/06/2024,,No,Elevata richiesta: distribuzione contingentata,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,B03XA01,B03XA01,
BIOCHETASI,15784022,ACIDO CITRICO + PIRIDOSSINA CLORIDRATO + POTASSIO CITRATO + RIBOFLAVINA FOSFATO SODICO                                                                                 + SODIO CITRATO + TIAMINA DIFOSFATO ESTERE LIBERO,6 SUPPOSTE,ALFASIGMA S.P.A.,17/03/2021,,No,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DELL'ASSISTITO,A11JB,A11JB,
BISOPROLOLO AUROBINDO PHARMA ITALIA,41498027,BISOPROLOLO FUMARATO,"""1,25 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL-AL",AUROBINDO PHARMA (ITALIA) S.R.L.,11/12/2019,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C07AB07,C07AB07,96946
BISOPROLOLO AUROBINDO PHARMA ITALIA,41498421,BISOPROLOLO FUMARATO,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER AL-AL",AUROBINDO PHARMA (ITALIA) S.R.L.,31/10/2024,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C07AB07,C07AB07,25542
BISOPROLOLO E IDROCLOROTIAZIDE MYLAN GENERICS,40426025,BISOPROLOLO FUMARATO + IDROCLOROTIAZIDE,"""5 MG/6,25 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER OPA/AL/PVC-AL",MYLAN S.P.A.,24/02/2025,,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C07BB07,C07BB07,
BISOPROLOLO EG,37130109,BISOPROLOLO FUMARATO,"""5 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL IN BUSTINA DI AL",EG S.P.A.,18/04/2012,,S�,Cessata commercializzazione definitiva,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C07AB07,C07AB07,25534
BISOPROLOLO PENSA,44640011,BISOPROLOLO FUMARATO,"""2,5 COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC",Towa Pharmaceutical S.p.A.,01/05/2025,30/09/2025,S�,Problemi produttivi,Per trattamento alternativo si consiglia di rivolgersi allo specialista o al M.M.G,,A TOTALE CARICO DEL SSN.,C07AB07,C07AB07,71323
